CustomerID,Gender,Age,SubscriptionType,MonthlySpend,TotalWatchTime,ComplaintCount,DaysSinceLastLogin,Churn,AvgSessionDuration,NumDevicesUsed,ContentPreferenceScore,ActiveDaysLastMonth,BingeWatchRatio,SkippedContentCount,DiscountReceived,LoyaltyScore,PlatformType,AdInteractionCount,ReferredFriendsCount,SocialMediaMentions
4404,Male,60,Standard,14.48,27,1,13,0,146.55,1,19.0,15,1.8,9,11.96,7.38,Mobile,24.0,9,14
4405,Female,68,Standard,16.71,28,0,53,0,233.41,2,62.0,7,4.0,17,4.72,2.34,Mobile,8.0,5,9
4406,Male,62,Basic,46.38,17,3,52,0,237.94,4,22.0,7,2.43,4,18.52,2.42,Mobile,39.0,1,4
4407,Male,43,Basic,39.17,19,0,6,0,204.25,4,85.0,21,0.9,7,19.27,6.04,Mobile,,3,4
4408,Female,33,Premium,29.88,47,3,9,0,244.21,1,57.0,9,5.22,6,11.71,0.35,Web,44.0,9,6
4409,Female,53,Standard,16.34,40,0,30,0,285.67,3,46.0,6,6.67,5,19.71,6.49,Web,18.0,6,8
4410,Female,50,Basic,9.99,31,3,7,0,262.56,2,21.0,27,1.15,19,3.41,7.37,TV,15.0,5,18
4411,Female,37,Basic,45.44,7,1,57,0,26.9,4,53.0,5,1.4,9,2.31,9.14,Mobile,49.0,5,12
4412,Female,30,Basic,45.17,42,2,0,0,255.76,3,,18,2.33,5,8.12,7.53,Web,16.0,7,15
4413,Male,50,Basic,49.900000000000006,45,2,28,1,235.55,3,40.0,12,3.75,22,15.91,8.44,Mobile,49.0,9,18
4414,Female,22,Premium,40.87,48,2,30,1,278.39,2,78.0,22,,9,11.78,2.34,Mobile,48.0,5,1
4415,Female,54,Premium,25.1,12,0,7,0,223.17,4,12.0,22,0.55,6,12.6,3.12,Mobile,1.0,6,16
4416,Male,31,Premium,19.58,39,1,15,0,263.97,4,10.0,5,7.8,6,19.18,9.45,Web,,6,0
4417,Male,44,Premium,38.26,45,4,45,0,8.01,3,83.0,2,22.5,15,11.96,6.19,Mobile,23.0,6,3
4418,Female,40,Premium,32.64,42,1,18,0,293.45,4,26.0,10,4.2,0,8.67,6.7,TV,9.0,0,6
4419,Male,31,Standard,40.1,8,0,25,0,61.32,3,66.47116031163995,17,0.47,2,15.7,9.17230938612084,Web,45.0,9,16
4420,Male,57,Basic,8.34,39,3,59,0,259.95,1,46.0,0,39.0,6,15.3,9.96,Mobile,,7,12
4421,Female,21,Standard,19.34,45,2,9,1,279.24,1,17.0,8,5.62,3,18.94,7.11,Web,13.0,6,6
4422,Male,56,Basic,19.37,46,0,17,0,5.66,3,91.0,12,3.83,4,12.28,7.62,Web,19.0,0,3
4423,Male,69,Basic,19.84,32,2,1,1,274.54,1,1.0,6,5.33,4,0.3,9.13,Web,14.0,9,4
4424,Female,36,Basic,27.61,11,2,36,1,249.62,4,11.0,4,2.75,5,6.68,3.13,Web,17.0,4,4
4425,Female,64,Standard,17.74,36,2,28,0,277.11,1,3.0,20,1.8,7,8.43,8.23,Web,28.0,6,19
4426,Male,21,Basic,25.0,24,2,1,0,57.18,3,73.0,3,8.0,12,14.52,0.26,Mobile,40.0,6,15
4427,Male,47,Basic,21.55,45,1,51,0,234.35,2,40.0,13,3.46,8,11.89,1.19,Mobile,15.0,1,1
4428,Female,36,Standard,38.09,24,0,2,0,148.81,2,15.0,24,1.0,7,12.71,1.33,Web,40.0,7,19
4429,Male,48,Premium,32.16,15,0,23,0,81.02,3,,3,5.0,15,5.3,0.06,Mobile,15.0,0,12
4430,Male,48,Standard,34.41,15,1,8,0,228.07,2,43.0,14,1.07,13,16.59,4.36,Web,4.0,2,17
4431,Male,26,Premium,14.48,38,1,42,1,144.61,3,65.09230536812709,22,1.73,15,6.4,11.435104689458257,TV,45.0,2,11
4432,Female,30,Basic,19.65,34,2,47,1,270.47,1,65.0,28,1.21,12,14.32,2.78,Mobile,26.0,7,2
4433,Male,31,Basic,5.95,22,3,59,0,214.67,4,86.0,23,0.96,3,5.24,1.8,Mobile,27.0,2,5
4434,Male,63,Standard,9.88,7,0,13,1,46.05,2,77.0,9,0.78,5,12.65,4.51,Web,31.0,0,1
4435,Female,27,Standard,16.93,45,1,45,0,78.98,1,27.0,20,2.25,14,10.17,7.38,Mobile,5.0,8,19
4436,Male,65,Standard,7.95,2,1,53,0,83.04,4,,25,0.08,10,2.58,0.5,Mobile,0.0,1,9
4437,Male,48,Standard,32.12,23,1,51,0,106.49,4,,8,,16,6.08,5.35,Mobile,42.0,0,8
4438,Female,54,Standard,49.92,42,2,42,0,201.6,1,87.0,10,4.2,13,10.83,4.73,Web,10.0,7,3
4439,Female,40,Premium,9.54,21,0,10,0,268.83,3,27.0,26,0.81,19,8.78,5.68,Mobile,,5,1
4440,Female,44,Basic,41.96,13,0,49,0,180.14,2,26.0,15,0.87,0,8.08,6.04,Web,20.0,5,11
4441,Female,23,Basic,10.35,21,0,42,0,226.78,3,12.0,15,1.4,1,14.47,2.9,Web,41.0,8,5
4442,Male,43,Standard,35.15,33,0,23,1,98.44,4,57.0,4,,5,14.33,3.13,TV,,2,4
4443,Male,19,Basic,33.94,35,3,13,1,159.13,3,1.0,8,4.38,4,19.86,4.32,Web,24.0,2,10
4444,Female,62,Basic,45.62,30,0,50,0,153.72,2,92.0,9,3.33,1,2.45,9.75,Mobile,13.0,9,8
4445,Female,30,Basic,10.13,20,3,17,0,211.81,4,16.0,10,2.0,3,4.97,5.99,Mobile,,2,19
4446,Male,68,Basic,19.2,4,1,35,0,157.8,1,17.0,10,0.4,12,5.77,1.64,TV,40.0,7,19
4447,Female,67,Basic,9.09,18,0,12,0,103.6,3,59.0,8,2.25,3,6.18,1.64,Mobile,10.0,6,13
4448,Male,36,Basic,23.33,41,2,33,0,76.95,1,13.0,9,4.56,18,6.62,6.88,Mobile,8.0,5,6
4449,Female,18,Standard,46.02,20,3,18,0,80.14,1,89.0,2,10.0,10,11.33,4.64,Mobile,18.0,7,9
4450,Male,57,Standard,40.17,1,0,40,0,294.36,3,67.0,16,0.06,7,0.95,8.55,TV,23.0,6,4
4451,Female,49,Standard,37.53,2,2,54,0,110.46,3,5.0,16,0.12,16,9.31,4.71,Web,45.0,0,9
4452,Female,39,Standard,28.99,46,1,10,0,242.95,4,15.0,11,4.18,6,14.17,0.23,Mobile,40.0,8,19
4453,Male,65,Basic,44.76,29,0,48,1,26.05,4,84.0,5,5.8,6,14.5,6.42,Mobile,20.0,9,8
4454,Female,46,Basic,25.22,33,1,25,0,31.45,2,,15,2.2,3,11.06,2.67,Mobile,18.0,5,15
4455,Male,19,Basic,11.74,24,1,4,1,207.41,1,46.0,24,1.0,3,18.42,9.86,Mobile,41.0,2,6
4456,Male,57,Premium,42.69,34,0,20,0,139.88,4,71.0,6,5.67,10,3.83,0.06,Mobile,20.0,9,6
4457,Male,55,Standard,17.58,28,3,8,0,264.75,1,6.0,26,1.08,4,19.72,2.09,Mobile,40.0,2,11
4458,Male,65,Basic,7.41,11,0,47,0,259.35,3,77.0,30,0.37,6,3.36,6.49,TV,37.0,5,14
4459,Male,28,Basic,10.67,22,1,11,1,227.92,4,46.0,17,,13,6.87,1.74,TV,48.0,2,2
4460,Female,34,Premium,32.41,27,2,0,0,245.52,1,70.0,21,1.29,1,1.03,7.04,Mobile,12.0,5,0
4461,Female,68,Standard,32.32,45,2,48,1,261.8,2,74.0,24,1.88,7,19.24,5.15,Web,21.0,1,5
4462,Male,60,Premium,16.71,16,0,13,0,236.15,4,,18,0.89,9,11.62,1.38,TV,1.0,5,2
4463,Female,25,Basic,37.72,15,3,25,0,160.43,1,83.0,29,,13,13.5,4.01,Mobile,19.0,5,7
4464,Male,39,Basic,39.81,48,0,6,0,83.1,1,88.0,21,2.29,14,19.21,5.51,Mobile,3.0,2,3
4465,Female,21,Standard,46.42,8,0,54,0,237.28,4,95.0,22,0.36,10,15.13,5.56,Mobile,32.0,5,3
4466,Female,28,Standard,31.32,2,1,58,1,98.72,2,82.0,11,0.18,6,19.58,4.9,Web,30.0,3,3
4467,Female,25,Standard,40.07,21,1,15,0,77.22,1,62.0,1,21.0,18,10.68,7.33,Web,28.0,3,18
4468,Female,26,Standard,38.89,30,1,14,0,55.64,1,,28,1.07,5,14.41,3.6,Mobile,,3,5
4469,Male,43,Standard,16.6,13,0,55,0,190.02,2,84.0,28,0.46,6,3.14,6.2,Web,3.0,3,6
4470,Male,19,Standard,18.96,2,2,3,0,76.53,3,73.0,13,0.15,3,0.84,1.89,Mobile,2.0,1,8
4471,Female,33,Basic,26.53,37,0,29,0,115.57,3,2.0,8,4.62,13,8.9,9.72,Web,43.0,8,3
4472,Female,48,Basic,5.86,22,0,22,0,214.17,3,45.0,12,1.83,4,1.8,2.39,Mobile,33.0,5,9
4473,Male,23,Premium,18.38,20,3,21,1,239.18,3,94.0,9,2.22,10,10.03,8.62,Mobile,5.0,0,18
4474,Female,38,Basic,26.32,23,1,14,1,97.86,4,37.0,25,0.92,15,7.06,1.75,Web,31.0,0,1
4475,Male,43,Standard,9.86,31,1,16,0,253.63,3,0.0,26,1.19,6,3.71,9.64,TV,16.0,7,8
4476,Male,36,Standard,10.68,44,0,1,0,22.1,1,84.0,28,1.57,15,19.7,9.85,Mobile,25.0,1,12
4477,Male,45,Premium,25.85,4,1,7,0,295.83,4,88.0,4,1.0,17,18.8,2.68,Mobile,19.0,8,7
4478,Female,25,Standard,37.89,32,1,5,0,127.98,1,13.0,21,1.52,8,5.58,2.15,Mobile,43.0,8,17
4479,Male,31,Standard,212.60000000000002,43,1,38,0,100.84,2,37.0,26,1.65,14,8.56,7.47,Mobile,43.0,8,16
4480,Female,41,Premium,29.58,46,0,55,0,277.48,1,35.0,28,1.64,13,13.37,6.81,Web,43.0,5,12
4481,Male,65,Premium,26.36,18,1,27,1,44.05,4,63.0,12,1.5,7,10.55,7.09,Web,15.0,9,11
4482,Female,61,Standard,22.29,33,0,47,1,110.55,4,93.0,17,1.94,5,18.24,0.89,TV,0.0,5,19
4483,Female,54,Standard,13.68,2,1,4,0,110.88,1,84.0,6,0.33,10,19.75,5.59,TV,49.0,3,15
4484,Female,43,Basic,11.6,38,3,20,0,130.19,2,,12,3.17,19,1.25,6.76,TV,48.0,9,12
4485,Male,48,Standard,40.64,27,2,49,0,255.26,2,85.0,28,0.96,12,8.99,3.17,Mobile,30.0,9,19
4486,Male,68,Premium,25.93,10,3,19,0,255.57,1,59.0,12,0.83,0,7.55,6.9,Web,42.0,5,19
4487,Female,49,Premium,40.56,9,2,42,0,179.53,2,30.0,15,0.6,0,1.05,4.03,Web,,4,7
4488,Female,67,Basic,36.68,39,0,33,0,297.57,3,,15,,8,18.23,3.27,Mobile,25.0,2,5
4489,Female,58,Standard,13.73,1,0,6,0,254.03,2,2.0,3,0.33,4,3.12,7.89,Mobile,30.0,9,3
4490,Male,19,Standard,27.96,45,0,29,0,205.92,1,51.0,20,2.25,6,0.74,2.09,Mobile,31.0,6,10
4491,Male,42,Premium,24.98,44,1,29,0,63.84,3,81.0,27,1.63,14,1.92,0.03,Mobile,37.0,5,14
4492,Male,69,Standard,24.07,38,2,14,1,167.17,3,95.0,11,,5,8.76,7.79,Mobile,36.0,3,14
4493,Male,61,Standard,29.42,26,1,26,0,68.1,4,11.0,22,1.18,19,8.21,9.15,Mobile,21.0,7,11
4494,Female,19,Basic,49.19,8,0,8,1,93.99,1,19.0,5,1.6,0,18.1,3.99,Web,8.0,4,17
4495,Female,59,Standard,41.58,38,0,26,0,207.33,3,22.0,20,1.9,5,0.39,3.88,Web,24.0,6,18
4496,Male,18,Basic,228.35000000000002,0,3,1,0,59.4,4,,2,0.0,20,18.49,9.75,Web,35.0,8,9
4497,Male,53,Premium,6.33,32,2,35,1,31.8,2,15.0,28,1.14,14,8.09,1.96,TV,46.0,4,17
4498,Female,29,Standard,11.32,37,0,26,0,161.81,4,99.0,21,,17,4.4,7.58,Mobile,12.0,0,10
4499,Male,26,Standard,8.81,32,2,46,1,5.28,2,,27,1.19,9,19.55,0.74,Mobile,40.0,6,14
4500,Male,53,Standard,16.85,47,0,39,0,184.63,1,55.0,21,2.24,9,18.28,9.68,Mobile,29.0,0,11
4501,Male,58,Premium,24.89,2,0,24,1,270.9,3,0.0,29,0.07,17,12.58,7.2,Mobile,36.0,4,0
4502,Male,45,Basic,33.89,31,0,35,0,61.12,1,40.0,12,2.58,7,1.8,1.49,Web,29.0,8,19
4503,Male,55,Basic,27.54,12,0,39,0,117.92,2,100.0,21,0.57,5,15.44,7.06,Mobile,40.0,2,17
4504,Male,50,Premium,45.64,20,1,6,0,275.33,4,90.0,10,2.0,14,1.55,8.69,TV,12.0,6,15
4505,Female,59,Premium,47.29,3,2,12,0,212.64,4,81.0,10,0.3,0,5.2,1.43,Web,42.0,9,16
4506,Male,63,Premium,12.36,16,0,36,0,44.92,1,67.0,0,,18,12.09,7.97,Web,2.0,0,14
4507,Male,39,Basic,43.38,41,0,19,0,117.69,1,28.0,17,2.41,17,0.7,9.59,Web,,5,11
4508,Female,42,Basic,26.68,3,1,53,0,228.02,3,71.0,12,0.25,3,5.95,9.23,Mobile,44.0,3,3
4509,Female,35,Basic,25.4,19,1,21,0,201.11,4,79.94745677246286,8,2.38,7,7.16,4.861991519727291,TV,,0,5
4510,Female,23,Basic,40.32,11,0,17,0,50.92,1,3.2316892699820396,24,,7,1.03,5.93778689591304,Mobile,0.0,9,12
4511,Male,35,Standard,9.19,25,0,50,1,23.43,2,91.0,24,1.04,4,11.31,4.16,Mobile,10.0,4,6
4512,Female,69,Basic,44.71,44,1,10,0,206.09,2,66.0,26,1.69,15,13.51,0.98,Mobile,3.0,0,19
4513,Male,33,Standard,35.19,35,0,5,0,184.66,3,51.0,12,2.92,10,1.89,2.76,Web,44.0,9,8
4514,Male,32,Basic,44.39,15,1,3,0,22.51,3,66.0,4,3.75,10,7.51,4.74,Web,12.0,5,7
4515,Male,65,Basic,49.75,6,2,2,0,292.57,3,22.0,4,1.5,13,6.38,6.7,Mobile,20.0,6,13
4516,Female,25,Premium,28.31,32,0,51,0,79.47,4,26.0,3,10.67,10,9.83,2.36,Mobile,39.0,6,18
4517,Female,30,Basic,9.2,47,1,5,1,118.88,4,41.0,7,6.71,12,18.66,6.7,Web,31.0,1,3
4518,Female,60,Basic,12.49,1,3,14,0,57.39,4,,7,0.14,7,9.78,9.94,Mobile,25.0,3,9
4519,Female,24,Basic,19.56,32,0,2,0,249.41,1,62.0,1,32.0,13,0.05,5.11,TV,0.0,7,10
4520,Female,34,Basic,9.66,13,1,16,1,288.96,2,7.0,11,,19,0.72,7.25,Mobile,20.0,8,1
4521,Male,67,Standard,41.69,19,3,29,1,67.93,3,7.0,10,1.9,0,6.82,7.86,Mobile,11.0,0,14
4522,Male,49,Basic,18.36,36,1,21,1,88.53,1,46.0,8,4.5,18,2.09,2.33,Mobile,8.0,3,19
4523,Male,39,Standard,48.91,26,1,1,1,213.42,4,16.0,16,1.62,4,5.96,0.59,TV,46.0,6,14
4524,Male,68,Premium,36.62,46,0,56,0,160.73,4,32.0,3,15.33,3,12.8,6.01,Mobile,35.0,5,18
4525,Female,30,Standard,64.0,41,1,15,0,35.99,2,9.0,18,,6,5.17,4.53,Mobile,,2,5
4526,Female,64,Basic,26.42,20,2,21,0,278.94,2,100.0,1,20.0,1,2.3,8.32,TV,8.0,5,5
4527,Male,40,Standard,26.01,1,1,48,0,185.29,3,10.0,29,0.03,7,14.03,5.85,TV,41.0,7,13
4528,Female,46,Basic,27.16,42,2,10,0,93.87,2,,25,1.68,15,18.34,5.46,Web,21.0,9,18
4529,Female,39,Standard,29.11,15,1,35,1,149.49,1,50.0,16,0.94,13,18.21,2.67,Mobile,2.0,8,3
4530,Male,18,Standard,6.4,18,3,52,0,152.57,3,,24,0.75,15,13.06,6.35,Web,,3,19
4531,Male,46,Basic,35.88,3,2,11,0,160.0,1,71.0,4,0.75,8,3.7,0.86,Mobile,31.0,7,11
4532,Female,65,Premium,26.92,9,1,39,0,151.71,2,28.0,19,0.47,7,17.46,3.89,Mobile,9.0,0,3
4533,Female,22,Premium,40.59,21,0,34,0,170.73,1,77.0,16,1.31,12,15.24,9.54,Mobile,,1,1
4534,Male,52,Premium,41.69,11,0,42,0,121.04,3,83.0,10,1.1,4,16.78,0.6,Web,27.0,4,0
4535,Male,27,Basic,15.37,1,0,44,1,48.12,2,33.0,25,0.04,12,2.97,9.55,TV,47.0,7,6
4536,Male,36,Standard,7.18,1,4,56,1,201.05,1,10.0,15,0.07,12,9.68,4.94,Mobile,42.0,7,5
4537,Female,54,Premium,36.65,40,2,40,0,238.78,2,,15,2.67,4,10.66,8.78,TV,3.0,1,1
4538,Male,24,Basic,49.0,43,0,14,0,253.1,4,0.0,5,8.6,13,15.5,6.56,Web,36.0,3,7
4539,Male,63,Premium,25.1,33,1,43,0,11.48,4,26.0,5,6.6,8,6.51,0.71,Mobile,40.0,6,17
4540,Female,52,Basic,16.68,17,0,41,0,124.36,4,62.445135093721305,6,,16,6.93,9.397409838356342,TV,10.0,6,18
4541,Female,62,Basic,12.05,15,2,58,0,293.64,2,48.0,22,0.68,18,17.72,7.63,Mobile,21.0,4,2
4542,Female,30,Standard,17.94,18,0,20,0,23.46,3,19.0,17,1.06,4,14.81,8.77,TV,48.0,6,16
4543,Female,27,Standard,19.76,46,2,3,0,236.74,1,93.0,13,3.54,7,12.78,6.28,Web,30.0,0,14
4544,Female,19,Standard,24.07,24,1,6,1,42.2,1,46.0,21,1.14,18,2.42,3.81,TV,41.0,0,10
4545,Male,23,Premium,34.49,29,1,28,0,248.27,4,21.0,2,14.5,2,1.38,9.21,TV,,5,8
4546,Male,25,Basic,17.29,47,1,40,0,203.31,2,76.0,17,2.76,10,12.91,9.71,Mobile,,7,12
4547,Female,53,Basic,7.29,5,0,5,1,218.88,2,86.0,19,0.26,9,10.26,7.34,TV,37.0,5,0
4548,Female,42,Premium,21.8,26,0,38,0,293.31,3,21.0,13,2.0,19,19.69,1.8,Mobile,33.0,0,10
4549,Female,61,Basic,43.5,14,2,16,1,282.15,3,66.0,6,2.33,5,17.04,2.73,Mobile,10.0,3,17
4550,Female,64,Standard,27.43,30,0,35,1,94.79,1,78.0,10,3.0,18,11.4,7.79,Mobile,16.0,4,5
4551,Female,57,Standard,48.42,43,3,1,0,115.69,2,76.0,14,3.07,13,2.39,2.12,Web,36.0,8,2
4552,Male,24,Basic,27.66,21,1,16,0,125.12,2,78.0,14,1.5,1,1.96,2.66,Mobile,19.0,4,11
4553,Male,63,Basic,17.42,11,2,28,0,58.27,1,55.0,4,2.75,4,9.23,0.72,Web,47.0,0,12
4554,Male,40,Standard,13.7,9,1,26,1,117.43,3,,29,0.31,12,2.99,6.16,Web,34.0,3,7
4555,Male,36,Premium,36.25,20,1,6,0,293.81,1,75.0,13,1.54,11,13.7,4.02,Mobile,43.0,8,9
4556,Female,63,Standard,29.14,46,0,10,0,149.42,3,43.0,22,2.09,7,0.94,2.25,Mobile,,7,16
4557,Male,39,Standard,32.18,30,0,25,0,286.02,4,80.0,25,1.2,17,19.88,5.29,Mobile,24.0,7,12
4558,Female,30,Standard,38.98,35,0,51,0,26.08,2,60.0,3,11.67,16,18.92,5.43,Mobile,30.0,8,4
4559,Female,38,Basic,37.67,9,2,49,0,16.59,4,,16,0.56,10,12.08,1.88,Mobile,,2,6
4560,Female,18,Basic,6.95,18,0,52,0,174.72,3,44.0,21,0.86,14,3.96,0.26,Mobile,20.0,5,5
4561,Male,36,Standard,41.12,22,0,38,0,222.19,4,40.0,23,0.96,4,5.65,8.77,TV,9.0,8,1
4562,Female,50,Basic,28.97,45,0,31,0,69.15,3,49.0,26,1.73,19,5.89,1.57,Web,32.0,2,9
4563,Male,21,Basic,22.63,9,0,49,1,153.49,1,73.0,16,0.56,18,3.73,8.47,Web,41.0,6,18
4564,Male,59,Standard,29.19,48,0,22,0,262.52,2,42.0,22,2.18,12,2.2,4.69,Web,38.0,4,1
4565,Female,20,Standard,32.56,26,2,50,0,229.71,2,17.0,6,4.33,19,13.26,6.43,Web,45.0,4,4
4566,Female,44,Basic,11.73,42,1,45,0,73.39,4,40.0,28,,16,14.96,4.25,Web,49.0,2,15
4567,Female,69,Standard,23.78,49,0,39,0,103.67,1,,0,49.0,18,4.89,6.99,Mobile,30.0,9,9
4568,Male,58,Standard,20.1,1,1,6,1,95.21,2,90.0,17,0.06,3,15.17,2.7,Mobile,14.0,9,6
4569,Female,52,Basic,20.77,10,0,0,0,217.25,1,7.0,30,0.33,4,3.3,2.23,TV,8.0,8,16
4570,Male,45,Premium,9.11,7,0,24,0,290.61,4,17.0,25,,0,4.66,4.25,Web,11.0,3,16
4571,Female,23,Basic,12.19,18,2,30,0,87.62,1,93.0,17,1.06,11,15.69,4.56,TV,48.0,0,3
4572,Female,23,Premium,12.28,15,1,5,0,178.55,1,58.0,25,0.6,9,19.55,2.17,Mobile,45.0,8,7
4573,Male,61,Basic,21.8,3,2,27,0,296.62,1,24.0,26,0.12,12,15.56,8.77,Mobile,16.0,9,16
4574,Male,40,Premium,45.25,13,4,30,0,51.49,2,50.0,30,0.43,18,3.95,3.42,Mobile,22.0,9,4
4575,Male,50,Basic,14.27,21,0,35,0,199.43,2,0.0,19,1.11,15,5.96,8.64,Mobile,34.0,3,12
4576,Male,33,Standard,23.73,16,0,15,0,102.94,1,,1,16.0,1,12.79,4.38,TV,31.0,3,13
4577,Male,41,Basic,19.02,42,0,14,0,297.54,2,48.0,4,,8,19.09,3.61,TV,40.0,3,5
4578,Male,22,Standard,40.43,25,0,21,1,37.09,4,77.0,12,2.08,4,19.89,8.48,TV,,5,12
4579,Female,58,Standard,7.26,34,0,17,0,138.12,4,12.0,30,1.13,10,11.75,2.21,Web,37.0,8,0
4580,Female,59,Basic,13.84,35,0,49,0,80.22,2,88.0,14,2.5,3,8.73,0.76,Web,40.0,1,11
4581,Male,30,Standard,14.48,44,2,7,0,14.35,1,63.0,13,3.38,18,4.84,2.4,TV,23.0,4,6
4582,Female,64,Basic,49.68,48,0,9,0,289.26,4,7.0,23,2.09,7,1.52,0.17,Mobile,11.0,3,13
4583,Male,29,Premium,30.68,29,0,36,1,172.61,3,59.0,17,1.71,15,6.14,4.45,Mobile,44.0,0,12
4584,Female,22,Basic,11.25,20,3,38,1,211.73,4,12.576179166666847,23,,16,11.2,5.812669164954405,Web,24.0,4,19
4585,Female,54,Standard,17.25,19,1,48,0,187.98,3,61.0,3,,10,12.78,3.6,Mobile,3.0,2,9
4586,Male,48,Standard,12.55,41,2,5,0,48.8,3,39.0,28,1.46,8,6.62,9.66,Mobile,32.0,7,8
4587,Male,45,Basic,10.61,25,1,42,0,55.32,4,52.0,22,1.14,8,19.19,0.79,Mobile,0.0,1,18
4588,Male,45,Basic,40.87,11,1,58,0,189.8,1,2.0,10,1.1,6,1.89,1.83,Web,36.0,0,13
4589,Female,47,Standard,27.31,7,2,9,0,235.04,4,28.0,21,0.33,0,14.19,3.0,TV,,1,3
4590,Male,35,Standard,33.4,34,4,38,1,185.27,2,79.0,19,1.79,2,7.54,2.28,Web,48.0,9,17
4591,Female,61,Premium,19.91,28,1,57,1,173.26,1,6.0,21,1.33,8,15.59,2.35,Web,19.0,6,4
4592,Male,44,Basic,29.92,41,0,6,0,225.06,3,61.0,11,,15,16.69,1.68,Mobile,48.0,6,15
4593,Female,52,Standard,16.59,6,0,41,0,76.86,2,52.0,27,0.22,13,14.5,5.45,Mobile,7.0,4,16
4594,Female,43,Basic,18.86,9,0,44,0,220.84,3,,12,0.75,14,11.42,7.23,Web,19.0,9,18
4595,Male,56,Basic,34.35,38,0,34,1,126.31,3,42.0,2,19.0,3,1.55,4.98,Web,3.0,8,15
4596,Female,66,Standard,11.77,49,0,27,0,203.84,1,,25,1.96,14,2.81,5.82,TV,46.0,5,3
4597,Female,68,Basic,32.77,19,0,24,0,86.04,4,38.0,13,1.46,10,11.94,3.23,Mobile,30.0,5,17
4598,Male,35,Standard,43.35,27,1,27,0,45.55,1,23.0,28,0.96,16,19.29,3.13,Web,2.0,2,15
4599,Female,50,Standard,10.42,13,1,8,0,13.6,1,93.0,11,1.18,8,10.59,8.64,TV,45.0,1,0
4600,Male,42,Standard,45.39,11,2,4,0,242.02,2,,19,0.58,12,18.01,5.29,TV,42.0,8,15
4601,Male,48,Premium,8.58,7,2,56,0,63.11,2,85.0,3,2.33,2,18.51,3.27,Mobile,7.0,4,12
4602,Male,54,Standard,20.7,6,0,15,1,112.22,3,73.0,11,,1,2.4,7.71,Mobile,16.0,7,0
4603,Male,19,Standard,32.47,4,2,28,0,231.81,1,61.0,30,0.13,2,9.12,5.01,Mobile,46.0,0,17
4604,Female,50,Standard,30.17,0,5,42,0,137.8,2,61.0,28,0.0,15,15.06,0.64,Web,,9,12
4605,Female,56,Standard,9.34,46,2,54,1,69.18,1,74.0,8,5.75,13,8.17,2.94,Mobile,6.0,5,8
4606,Female,60,Basic,40.95,8,0,22,1,62.45,2,78.0,0,8.0,3,5.87,9.58,Mobile,9.0,0,0
4607,Male,60,Basic,48.79,43,0,56,0,125.34,3,54.0,28,1.54,2,18.28,5.27,TV,38.0,1,13
4608,Female,49,Basic,13.16,17,0,17,0,171.73,3,,23,0.74,15,11.94,8.27,Web,6.0,3,17
4609,Female,35,Standard,45.28,42,0,25,0,120.74,4,13.0,8,5.25,17,12.56,2.19,TV,49.0,0,14
4610,Male,34,Premium,30.06,41,2,46,0,271.85,3,95.0,23,1.78,5,13.98,8.15,Mobile,3.0,3,9
4611,Male,51,Basic,47.12,9,2,4,1,6.13,3,61.0,29,0.31,15,19.46,8.06,Web,0.0,8,3
4612,Female,56,Basic,12.92,49,0,7,0,123.59,4,25.0,4,12.25,19,12.31,2.64,Mobile,23.0,1,16
4613,Male,24,Premium,40.64,0,0,39,0,224.14,3,84.0,7,0.0,7,0.32,6.36,Mobile,20.0,7,18
4614,Male,59,Premium,7.69,19,1,18,0,267.81,4,4.0,14,1.36,1,19.33,3.47,Web,43.0,9,18
4615,Male,52,Standard,44.74,42,0,36,0,110.73,3,46.0,12,3.5,0,4.54,3.97,Web,37.0,2,16
4616,Male,47,Basic,35.34,28,0,27,0,203.71,1,75.0,20,1.4,12,19.23,7.79,TV,5.0,0,9
4617,Female,29,Basic,21.66,1,2,3,0,176.2,1,28.0,22,0.05,17,7.94,6.08,Mobile,28.0,8,7
4618,Male,52,Basic,13.57,25,1,19,0,64.45,2,20.0,19,1.32,4,17.18,1.64,Web,1.0,4,3
4619,Male,28,Basic,41.74,10,1,49,0,205.88,1,,25,,0,8.02,7.54,TV,18.0,7,12
4620,Male,61,Basic,32.15,24,0,21,0,78.62,3,52.0,14,1.71,15,12.6,3.18,Mobile,37.0,6,19
4621,Male,21,Standard,21.22,33,2,11,0,236.25,3,79.0,21,1.57,13,8.04,9.15,Web,46.0,0,5
4622,Male,42,Basic,24.97,40,0,0,0,260.44,4,,5,8.0,14,14.78,2.61,TV,11.0,4,5
4623,Male,65,Basic,42.19,0,0,7,0,146.13,1,83.0,5,0.0,9,16.11,9.15,Mobile,16.0,8,7
4624,Male,49,Basic,20.25,30,1,59,0,20.97,3,94.0,14,2.14,15,16.97,2.8,Mobile,49.0,0,10
4625,Male,37,Standard,9.03,37,2,57,1,222.52,2,74.0,0,,8,4.46,8.07,Mobile,,9,12
4626,Female,67,Standard,46.01,21,1,40,0,142.83,1,55.0,28,0.75,3,16.61,2.52,Mobile,44.0,5,18
4627,Male,48,Standard,22.43,1,2,26,0,32.88,1,,10,0.1,10,8.08,9.8,Mobile,20.0,6,4
4628,Female,21,Basic,20.68,46,0,20,0,102.69,2,31.0,27,,18,12.14,8.9,Web,25.0,4,2
